,author_id,id,created_at,lang,text
78,1221171513250013184,1539005232683708416,2022-06-20T22:00:15.000Z,en,"📺 How to create a List in Python? - Python Tutorial for Beginners [VIDEO]

#python #developer #programming #100DaysOfCode

https://t.co/10nLMR0b4n"
79,1144063003785961472,1539005172856131587,2022-06-20T22:00:01.000Z,en,"The Ultimate Pandas Bootcamp: Advanced Python Data Analysis | Course 

=&gt; https://t.co/KvnjnDOgk1

#100DaysOfCode #udemy #Python #Docker #Kubernetes #DevOps #Ansible #Algorithms #Git #Java #React #javascript30 #free #coupons"
80,1332714745871421443,1539005170553454594,2022-06-20T22:00:00.000Z,en,"#Hiring?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN.
#Robotics #AIEthics #MachineLearning #AI #Python #DataScience #BigData #100DaysOfCode #Robots #fintech #insurtech #cybersecurity #blockchain #Bitcoin #coding #Cryptos #NFTGame #Job #Metaverse #ETH #Python #HR #DeFi https://t.co/E4vQziW63E"
81,1226128167015833601,1539005169375092741,2022-06-20T22:00:00.000Z,en,"DAY25 #100DaysOfCode

✅Started learning #React! Easy concepts for now, excited to dig deeper. Using @eveporcello's @LinkedIn Learning course!
✅Some more data cleaning with Pandas :) https://t.co/hIhkdId9ko"
82,1317394792523890689,1539003530551476225,2022-06-20T21:53:29.000Z,en,"Day 21 of #100DaysOfCode 
I tried to write some functions that handle errors using exceptions in python.
https://t.co/ollUa9dSrD
Here's a link to the directory that contains the functions:"
83,1402185900247953410,1539003091080597514,2022-06-20T21:51:44.000Z,en,"Affordable prices for assignment and essay help
DM @Academictutor20 
#Essayhelp
#homework
#100DaysOfCode
#Paper
#homework
#essaywrite
#Econometrics
#math
#assignmentpay
#Exam
#Geography
#javascript
#Mathlab
#economics
#History
#codenewbies
#python
#PowerPoint https://t.co/CDQR7zmtgp"
84,1538995386018299909,1539003010956857364,2022-06-20T21:51:25.000Z,fr,"Livraison gratuite et rapide
WhatsApp 33 7 57 75 33 13
Télègram :@jasonbudds1

#Linux #100DaysofCode #PSG #france #weed #beuh #shit #cocaine #drogue #Toulouse #Montpellier #LOSC #Lyon #rastabot #pau #Grenoble #paris #citation #saintdenis #Python #JavaScript #Bordeaux #nîmes #Nant https://t.co/3I5pAMvgwK"
85,1526557629929164804,1539002950558916608,2022-06-20T21:51:11.000Z,en,"RT ingliguori Types of #MachineLearning Algorithms in #Python
https://t.co/pP2fxZToE1 via @ingliguori #ArtificialIntelligence #AI #ML #DataScientists #innovation #CodeNewbies #Tech #deeplearning #CyberSecurity #nocode #Coding  #javascript #100DaysOfCode… https://t.co/owXaqnLzeN"
86,1332714745871421443,1539002652222050305,2022-06-20T21:50:00.000Z,en,"#Hiring?
Sign up now https://t.co/o7lVlsCHXv
FREE. NO MIDDLEMEN.
#Robotics #AIEthics #MachineLearning #AI #Python #DataScience #BigData #100DaysOfCode #Robots #fintech #insurtech #cybersecurity #blockchain #Bitcoin #coding #Cryptos #NFTGame #Job #Metaverse #ETH #Python #HR #DeFi https://t.co/ByZ9NPjHvP"
87,1355210413772840974,1539002553421144065,2022-06-20T21:49:36.000Z,en,Day 12 debugging #100DaysOfCode #100daysofpython #coding #programming #python #udemy
88,1536454319729426436,1539002312320229377,2022-06-20T21:48:39.000Z,en,"Today I learned: creating Series, DataFrames, selection and indexing, creating new columns, removing columns, selecting rows with loc and iloc
#100daysofcode #python #udemy #numpy #Pandas #Series #DataFrames"
89,1532823741994045442,1539001927903678465,2022-06-20T21:47:07.000Z,en,"Day 68/100, CSS Math Functions

https://t.co/jENGuTkAaY

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev #coding"
90,1532823741994045442,1539001890586992650,2022-06-20T21:46:58.000Z,en,"Day 69/100, The Shapes of CSS

https://t.co/NxCAZL5PhK

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev #coding"
91,1532823741994045442,1539001853878345730,2022-06-20T21:46:49.000Z,en,"Day 70/100, Social Media Icons with CSS

https://t.co/KZrbizh7SY

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
92,1532823741994045442,1539001814644842497,2022-06-20T21:46:40.000Z,en,"Day 71/100, What is Git?

https://t.co/Kur5qwdlt6

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
93,1532823741994045442,1539001774425751552,2022-06-20T21:46:30.000Z,en,"Day 72/100, Get Started with Git

https://t.co/LT0GxXkSxP

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
94,1532823741994045442,1539001738031767552,2022-06-20T21:46:22.000Z,en,"Want to know how to solve algorithm-styled problems?
Check out this article on how to solve NUMBER OF ISLANDS IN A GIVEN MATRIX

https://t.co/BejmqV7sO7

#100DaysOfCode #opensource #coding #Python"
95,1532823741994045442,1539001701994483712,2022-06-20T21:46:13.000Z,en,"Day 73/100, Git Status, Stage, and Commit

https://t.co/zeGdkFfG6s

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
96,1532823741994045442,1539001664182661121,2022-06-20T21:46:04.000Z,en,"Day 74/100, Git Branches

https://t.co/XLNXjyrUGi

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
97,1532823741994045442,1539001633622851585,2022-06-20T21:45:57.000Z,en,"Day 75/100, Git Remote

https://t.co/ixsUPe0pLS

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
98,1532823741994045442,1539001595274354689,2022-06-20T21:45:48.000Z,en,"Day 76/100, Git Restore

https://t.co/xHjLQ9WCGp

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
99,1532823741994045442,1539001563334725643,2022-06-20T21:45:40.000Z,en,"Day 77/100, Git diff

https://t.co/GGxnIp2ZXC

#100DaysOfCode #CSS #techtwitter #programming #CodeNewbies #animation #skills #technology #FrontEnd #coding #HTML #portfolio #coding  #Resume #javascript #Python #Animate #JSON #opensource #Developer #webdev"
